,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
431,165528.SZ,信诚鼎利,中信保诚基金,中国工商银行,混合型,20160524,,20160831,20160425,,12.167,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20171127,20171127,E
432,162215.SZ,泰达聚利,泰达宏利基金,中国银行,债券型,20160513,,20160525,20160513,,24.0694,0.7,0.2,,1.0,,,中债企业债总全价指数收益率*90%+中债国债总全价指数收益率*10%,L,债券型,契约型开放式,,20160525,20160525,E
433,159948.SZ,创业板EF,南方基金,中国银行,股票型,20160513,,20160531,20160418,,7.442,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20160531,20160531,E
434,160622.SZ,鹏华丰利,鹏华基金,招商银行,债券型,20160425,,20160524,20160425,,10.7767,0.7,0.2,,1.0,,,中债总指数收益率,L,债券型,契约型开放式,,20160512,20160512,E
435,160518.SZ,博时睿远,博时基金,中信建投,混合型,20160415,,20160711,20160310,,22.9584,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20171017,20171017,E
436,162415.SZ,美国消费,华宝基金,中国建设银行,股票型,20160318,,20160406,20160229,,2.5673,1.0,0.25,,1.0,0.01,,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160406,20160406,E
437,511920.SH,广发货币ETF,广发基金,中国工商银行,货币市场型,20160309,,20160328,,,,0.33,0.1,,100.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20160314,20160314,E
438,501015.SH,财通升级混合LOF,财通基金,中国工商银行,混合型,20160309,,20160606,20160218,,46.4687,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20170911,20170911,E
439,161033.SZ,智能汽车,富国基金,中国工商银行,股票型,20160216,,20160229,20160107,,2.1981,1.0,0.2,,1.0,0.01,,中证智能汽车主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160229,20160229,E
440,163005.SZ,长信利众,长信基金,浦发银行/上海浦东发展银行,债券型,20160204,,20160316,20160204,,3.0162,0.7,0.2,,1.0,,,中债综合(全价)指数,L,债券型,契约型开放式,,20160218,20160218,E
441,168102.SZ,九泰锐富,九泰基金,中国工商银行,混合型,20160204,,20160504,20160113,,6.2601,1.5,0.25,,1.0,0.1,,年化收益率5.5%,L,混合型,契约型开放式,,20170203,20170203,E
442,166016.SZ,中欧纯债,中欧基金,中国邮政储蓄银行,债券型,20160202,,20160301,20160202,,3.2565,0.6,0.2,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160205,20160205,E
443,511820.SH,鹏华添利ETF,鹏华基金,中国工商银行,货币市场型,20160129,,20160222,20160111,,10.053,0.3,0.09,,100.0,0.1,,活期存款利率(税后),L,货币型,契约型开放式,,20160222,20160222,E
444,501005.SH,精准医疗LOF,汇添富基金,中国工商银行,股票型,20160121,,20160321,20151228,,16.5669,0.75,0.1,,1.0,0.1,,中证精准医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160321,20160321,E
445,169103.SZ,东证睿轩,东证资管,平安银行,混合型,20160120,,20160815,20160111,,10.3864,1.5,0.25,,1.0,0.1,,沪深300指数*60%+恒生指数*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20190121,20190121,E
446,161823.SZ,银华永兴,银华基金,中国建设银行,债券型,20160118,,20160217,20160118,,7.359,0.315,0.1,,1.0,,,中证全债指数,L,债券型,契约型开放式,,20160201,20160201,E
447,163907.SZ,中海惠裕,中海基金,招商银行,债券型,20160108,,20160303,20160108,,6.8101,0.7,0.2,,1.0,,,中证全债指数,L,债券型,契约型开放式,,20160115,20160115,E
448,511960.SH,嘉实快线ETF,嘉实基金,浦发银行/上海浦东发展银行,货币市场型,20151228,,20160111,,,,0.15,0.06,,100.0,,,按中国人民银行公布币活期存款利率(税后),L,货币型,契约型开放式,,20151228,20151228,E
449,161229.SZ,国投中国,国投瑞银基金,中国银行,股票型,20151221,,20160104,20151123,,2.6777,1.8,0.3,,1.0,0.001,,MSCI中国指数*95%+同期人民币一年期定期存款利率(税后)*5%,L,股票型,契约型开放式,,20160104,20160104,E
450,164206.SZ,天弘添利,天弘基金,中国工商银行,债券型,20151203,,20151215,20151203,,15.6537,0.35,0.1,,1.0,,,中国债券总指数,L,债券型,契约型开放式,,20151215,20151215,E
451,511930.SH,中融日盈货币ETF,中融基金,国泰君安,货币市场型,20151130,,20151215,20151119,,9.7488,0.3,0.06,,100.0,0.01,,七天通知存款利率(税后),L,货币型,契约型开放式,,20151215,20151215,E
452,511900.SH,富国货币ETF,富国基金,中国银行,货币市场型,20151124,,20151209,20151111,,68.6601,0.28,0.08,,100.0,0.1,,活期存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,E
453,511980.SH,现金添富ETF,汇添富基金,中国工商银行,货币市场型,20151016,,20151102,,,,0.3,0.1,,100.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20151021,20151021,E
454,510580.SH,中证500ETF易方达,易方达基金,中国工商银行,股票型,20150827,,20150914,20150803,,2.9526,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150914,20150914,E
455,510360.SH,沪深300ETF基金,广发基金,中国工商银行,股票型,20150820,,20150909,20150710,,3.0838,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20150909,20150909,E
456,168101.SZ,九泰锐智,九泰基金,中国银河,混合型,20150814,,20150915,20150626,,3.6023,2.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160812,20160812,E
457,161227.SZ,深证100,国投瑞银基金,中国工商银行,股票型,20150814,,20150828,20150814,,36.4581,0.75,0.15,,1.0,,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150828,20150828,E
458,502040.SH,上50分级,长盛基金,中国银行,股票型,20150813,,20150824,20150629,,2.5733,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E
459,502055.SH,券商B,长盛基金,中国农业银行,股票型,20150813,,20150824,20150713,,0.3171,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
460,502023.SH,钢铁分级,鹏华基金,招商银行,股票型,20150813,,20150824,20150623,,2.6511,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E
461,502053.SH,券商分级,长盛基金,中国农业银行,股票型,20150813,,20150824,20150713,,1.9943,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150824,20150824,E
462,502025.SH,钢铁B,鹏华基金,招商银行,股票型,20150813,,20150824,20150623,,0.2898,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
463,502024.SH,钢铁A,鹏华基金,招商银行,股票型,20150813,,20150824,20150623,,0.2898,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
464,502041.SH,上50A,长盛基金,中国银行,股票型,20150813,,20150824,20150629,,0.2966,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
465,502054.SH,券商A,长盛基金,中国农业银行,股票型,20150813,,20150824,20150713,,0.3171,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
466,502042.SH,上50B,长盛基金,中国银行,股票型,20150813,,20150824,20150629,,0.2966,1.0,0.22,,1.0,0.01,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150824,,E
467,161226.SZ,白银基金,国投瑞银基金,中国银行,商品型,20150806,,20150817,20150720,,3.4661,1.0,0.2,,1.0,0.001,,上海期货交易所白银期货主力合约收益率(扣除相关费用),L,白银期货型,契约型开放式,,20150817,20150817,E
468,150330.SZ,保险B,方正富邦基金,国信证券,股票型,20150731,,20150811,20150625,,0.5308,1.0,0.2,,1.0,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150811,,E
469,150329.SZ,保险A,方正富邦基金,国信证券,股票型,20150731,,20150811,20150625,,0.5308,1.0,0.2,,1.0,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150811,,E
470,167501.SZ,安信宝利,安信基金,中国工商银行,债券型,20150724,,20150807,20150724,,19.1534,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20150728,20150728,E
471,150326.SZ,高铁B端,工银瑞信基金,中国银行,股票型,20150723,,20150805,20150615,,0.6399,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150805,,E
472,150325.SZ,高铁A端,工银瑞信基金,中国银行,股票型,20150723,,20150805,20150615,,0.6399,1.0,0.2,,1.0,0.001,,中证高铁产业指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150805,,E
473,150343.SZ,证券A基,融通基金,中国建设银行,股票型,20150717,,20150803,20150708,,2.404,1.0,0.22,,1.0,0.001,,中证全指证券公司价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150803,,E
474,150344.SZ,证券B基,融通基金,中国建设银行,股票型,20150717,,20150803,20150708,,2.404,1.0,0.22,,1.0,0.001,,中证全指证券公司价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150803,,E
475,511830.SH,华泰货币ETF,华泰柏瑞基金,中国建设银行,货币市场型,20150714,,20150803,20150702,,7.0162,0.33,0.09,,100.0,0.1,,当期银行活期存款利率(税后),L,货币型,契约型开放式,,20150803,20150803,E
476,150328.SZ,新能B级,工银瑞信基金,中国银河,股票型,20150709,,20150803,20150615,,0.8924,1.0,0.2,,1.0,0.001,,中证新能源指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150803,,E
477,150327.SZ,新能A级,工银瑞信基金,中国银河,股票型,20150709,,20150803,20150615,,0.8924,1.0,0.2,,1.0,0.001,,中证新能源指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150803,,E
478,502010.SH,证券分级,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.9788,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150715,20150715,E
479,502005.SH,军工B,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.2508,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
480,502004.SH,军工A,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.2508,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
481,502003.SH,军工分级,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,1.6319,1.0,0.22,,1.0,0.01,,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150715,20150715,E
482,502011.SH,证券A,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.5695,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
483,502012.SH,证券B,易方达基金,中国建设银行,股票型,20150708,,20150715,20150623,,0.5695,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
484,150303.SZ,创业股A,华安基金,中国农业银行,股票型,20150706,,20150715,20150624,,0.8996,1.0,0.22,,1.0,0.01,,创业板50指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
485,150304.SZ,创业股B,华安基金,中国农业银行,股票型,20150706,,20150715,20150624,,0.8996,1.0,0.22,,1.0,0.01,,创业板50指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150715,,E
486,184801.SZ,鹏华前海,鹏华基金,浦发银行/上海浦东发展银行,混合型,20150706,20250706,20150930,20150626,,29.9959,0.65,0.1,,1.0,10.0,,十年期国债收益率+1.5%,L,混合型,契约型封闭式,,20150930,,E
487,501000.SH,国金鑫新LOF,国金基金,平安银行,混合型,20150703,,20150714,20150608,,2.0414,1.2,0.1,,1.0,0.1,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,,20150714,20150714,E
488,150336.SZ,军工股B,融通基金,中国建设银行,股票型,20150701,,20150713,20150618,,0.9849,1.0,0.22,,1.0,0.001,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150713,,E
489,150335.SZ,军工股A,融通基金,中国建设银行,股票型,20150701,,20150713,20150618,,0.9849,1.0,0.22,,1.0,0.001,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150713,,E
490,501001.SH,财通精选混合LOF,财通基金,中国光大银行,混合型,20150701,,20150925,20150609,,26.3121,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20170103,20170103,E
491,150298.SZ,互联B级,南方基金,中国农业银行,股票型,20150701,,20150713,20150615,,0.5564,1.0,0.22,,1.0,0.1,,中证互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150713,,E
492,150297.SZ,互联A级,南方基金,中国农业银行,股票型,20150701,,20150713,20150615,,0.5564,1.0,0.22,,1.0,0.1,,中证互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150713,,E
493,502038.SH,网金B,大成基金,中国工商银行,股票型,20150629,,20150707,20150615,,0.3638,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150707,,E
494,502036.SH,互联金融,大成基金,中国工商银行,股票型,20150629,,20150707,20150615,,2.1597,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150707,20150707,E
495,502037.SH,网金A,大成基金,中国工商银行,股票型,20150629,,20150707,20150615,,0.3638,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150707,,E
496,512330.SH,信息技术ETF,南方基金,中国农业银行,股票型,20150629,,20150720,20150610,,2.7219,0.5,0.1,,1.0,0.1,,中证500信息技术指数,L,被动指数型,契约型开放式,,20150720,20150720,E
497,150310.SZ,信息安B,中信保诚基金,中国银行,股票型,20150626,,20150715,20150608,,0.6357,1.0,0.22,,1.0,0.1,,中证信息安全主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20150715,,E
498,150309.SZ,信息安A,中信保诚基金,中国银行,股票型,20150626,,20150715,20150608,,0.6357,1.0,0.22,,1.0,0.1,,中证信息安全主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20150715,,E
499,150312.SZ,智能B,中信保诚基金,中国银行,股票型,20150626,,20150715,20150608,,1.1312,1.0,0.22,,1.0,0.1,,中证智能家居指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20150715,,E
500,150311.SZ,智能A,中信保诚基金,中国银行,股票型,20150626,,20150715,20150608,,1.1312,1.0,0.22,,1.0,0.1,,中证智能家居指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20150715,,E
501,150318.SZ,E金融B,交银施罗德基金,中国建设银行,股票型,20150626,,20150708,20150616,,0.59,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150708,,E
502,150317.SZ,E金融A,交银施罗德基金,中国建设银行,股票型,20150626,,20150708,20150616,,0.59,1.0,0.22,,1.0,0.1,,中证互联网金融指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150708,,E
503,159945.SZ,能源,广发基金,中国银行,股票型,20150625,,20150706,20150608,,2.7257,0.5,0.1,,1.0,0.1,,中证全指能源指数,L,被动指数型,契约型开放式,,20150706,20150706,E
504,150307.SZ,体育A,富国基金,中国建设银行,股票型,20150625,,20150706,20150605,,1.05,1.0,0.22,,1.0,0.01,,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150706,,E
505,150308.SZ,体育B,富国基金,中国建设银行,股票型,20150625,,20150706,20150605,,1.05,1.0,0.22,,1.0,0.01,,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150706,,E
506,150290.SZ,煤炭B级,中融基金,海通证券,股票型,20150625,,20150703,20150527,,1.0056,1.0,0.22,,1.0,0.1,,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150703,,E
507,159944.SZ,材料ETF,广发基金,中国银行,股票型,20150625,,20150706,20150608,,2.8161,0.5,0.1,,1.0,0.1,,中证全指原材料指数,L,被动指数型,契约型开放式,,20150706,20150706,E
508,150289.SZ,煤炭A级,中融基金,海通证券,股票型,20150625,,20150703,20150527,,1.0056,1.0,0.22,,1.0,0.1,,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150703,,E
509,150283.SZ,SW医药A,申万菱信基金,中国农业银行,股票型,20150619,,20150706,20150601,,22.3897,1.0,0.22,,1.0,0.1,,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20150706,,E
510,150321.SZ,煤炭A基,富国基金,国泰君安,股票型,20150619,,20150630,20150608,,6.3239,1.0,0.12,,1.0,0.001,,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150630,,E
511,150322.SZ,煤炭B基,富国基金,国泰君安,股票型,20150619,,20150630,20150608,,6.3239,1.0,0.12,,1.0,0.001,,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150630,,E
512,150288.SZ,钢铁B,中融基金,海通证券,股票型,20150619,,20150629,20150527,,0.8259,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150629,,E
513,150287.SZ,钢铁A,中融基金,海通证券,股票型,20150619,,20150629,20150527,,0.8259,1.0,0.22,,1.0,0.1,,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150629,,E
514,150284.SZ,SW医药B,申万菱信基金,中国农业银行,股票型,20150619,,20150706,20150601,,22.3897,1.0,0.22,,1.0,0.1,,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20150706,,E
515,150245.SZ,互联A,鹏华基金,中国建设银行,股票型,20150616,,20150626,20150601,,1.4948,1.0,0.22,,1.0,0.1,,中证移动互联网指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
516,150281.SZ,金融地A,长盛基金,中国银行,股票型,20150616,,20150626,20150527,,0.9801,1.0,0.22,,1.0,0.01,,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
517,150237.SZ,环保A级,鹏华基金,中国建设银行,股票型,20150616,,20150626,20150601,,1.0987,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
518,150238.SZ,环保B级,鹏华基金,中国建设银行,股票型,20150616,,20150626,20150601,,1.0987,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
519,150282.SZ,金融地B,长盛基金,中国银行,股票型,20150616,,20150626,20150527,,0.9801,1.0,0.22,,1.0,0.01,,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
520,150246.SZ,互联B,鹏华基金,中国建设银行,股票型,20150616,,20150626,20150601,,1.4948,1.0,0.22,,1.0,0.1,,中证移动互联网指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150626,,E
521,502006.SH,国企改革,易方达基金,中国建设银行,股票型,20150615,,20150625,20150608,,6.4216,1.0,0.22,,1.0,0.01,,中证国有企业改革指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150625,20150625,E
522,150316.SZ,工业4B,富国基金,中国工商银行,股票型,20150615,,20150625,20150601,,4.0391,1.0,0.22,,1.0,0.01,,中证工业4.0指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150625,,E
523,502008.SH,国企改B,易方达基金,中国建设银行,股票型,20150615,,20150625,20150608,,1.5027,1.0,0.22,,1.0,0.01,,中证国有企业改革指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150625,,E
524,502007.SH,国企改A,易方达基金,中国建设银行,股票型,20150615,,20150625,20150608,,1.5027,1.0,0.22,,1.0,0.01,,中证国有企业改革指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150625,,E
525,150315.SZ,工业4A,富国基金,中国工商银行,股票型,20150615,,20150625,20150601,,4.0391,1.0,0.22,,1.0,0.01,,中证工业4.0指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150625,,E
526,162414.SZ,新机遇,华宝基金,中国建设银行,混合型,20150611,,20150701,20150601,,14.3806,0.6,0.25,,1.0,0.01,,1年期银行定期存款基准利率(税后)+3%,L,灵活配置型,契约型开放式,,20150623,20150623,E
527,150293.SZ,高铁A级,南方基金,中国银河,股票型,20150610,,20150623,20150525,,1.7186,1.0,0.2,,1.0,0.1,,中证高铁产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150623,,E
528,150294.SZ,高铁B级,南方基金,中国银河,股票型,20150610,,20150623,20150525,,1.7186,1.0,0.2,,1.0,0.1,,中证高铁产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150623,,E
529,159941.SZ,纳指ETF,广发基金,中国银行,股票型,20150610,,20150713,20150520,,2.6305,0.8,0.25,,1.0,0.1,,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率),L,被动指数型,契约型开放式,,20150713,20150713,E
530,150243.SZ,创业A,鹏华基金,中国建设银行,股票型,20150609,,20150706,20150525,,2.3023,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150706,,E
531,150244.SZ,创业B,鹏华基金,中国建设银行,股票型,20150609,,20150706,20150525,,2.3023,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150706,,E
532,150299.SZ,银行股A,华安基金,中国银行,股票型,20150609,,20150618,20150528,,0.9104,1.0,0.22,,1.0,0.01,,中证银行指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150618,,E
533,150300.SZ,银行股B,华安基金,中国银行,股票型,20150609,,20150618,20150528,,0.9104,1.0,0.22,,1.0,0.01,,中证银行指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150618,,E
534,150302.SZ,证券股B,华安基金,中国建设银行,股票型,20150609,,20150618,20150528,,1.0153,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150618,,E
535,150301.SZ,证券股A,华安基金,中国建设银行,股票型,20150609,,20150618,20150528,,1.0153,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150618,,E
536,150292.SZ,银行B份,中融基金,海通证券,股票型,20150605,,20150615,20150601,20201013,1.2544,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150615,,E
537,159943.SZ,深证ETF,大成基金,中国农业银行,股票型,20150605,,20150708,20150511,,23.8459,0.5,0.1,,1.0,0.1,,深证成份指数,L,被动指数型,契约型开放式,,20150708,20150708,E
538,150291.SZ,银行A份,中融基金,海通证券,股票型,20150605,,20150615,20150601,20201013,1.2544,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150615,,E
539,150264.SZ,1000B,华宝基金,中国建设银行,股票型,20150604,,20150616,20150525,,0.2944,1.0,0.22,,1.0,0.01,,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150616,,E
540,150263.SZ,1000A,华宝基金,中国建设银行,股票型,20150604,,20150616,20150525,,0.2944,1.0,0.22,,1.0,0.01,,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150616,,E
541,150296.SZ,改革B,南方基金,海通证券,股票型,20150603,,20150615,20150525,,3.2032,1.0,0.2,,1.0,0.1,,中证国有企业改革指数*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150615,,E
542,150295.SZ,改革A,南方基金,海通证券,股票型,20150603,,20150615,20150525,,3.2032,1.0,0.2,,1.0,0.1,,中证国有企业改革指数*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150615,,E
543,150259.SZ,重组A,易方达基金,中国建设银行,股票型,20150603,,20150611,20150518,,24.6378,1.0,0.22,,1.0,0.01,,中证万得并购重组指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150611,,E
544,150260.SZ,重组B,易方达基金,中国建设银行,股票型,20150603,,20150611,20150518,,24.6378,1.0,0.22,,1.0,0.01,,中证万得并购重组指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150611,,E
545,150257.SZ,生物A,易方达基金,中国建设银行,股票型,20150603,,20150611,20150518,,1.7305,1.0,0.22,,1.0,0.01,,中证万得生物科技指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150611,,E
